"","species","decimalLatitude","decimalLongitude"
"569","Eurycea wilderae",35.088231,-85.403357
"570","Eurycea bislineata",40.584771,-74.131704
"571","Eurycea bislineata",40.586103,-74.13118
"572","Eurycea bislineata",39.439742,-75.697655
"573","Eurycea bislineata",39.338787,-77.617408
"574","Eurycea bislineata",39.005556,-77.416755
"575","Eurycea wilderae",36.212703,-81.657975
"576","Eurycea wilderae",36.212775,-81.658005
"577","Eurycea guttolineata",33.541262,-81.273567
"578","Eurycea cirrigera",40.777903,-86.437525
"579","Eurycea paludicola",30.54392,-95.125289
"580","Eurycea cirrigera",39.034452,-84.082075
"581","Eurycea bislineata",40.762272,-74.920417
"582",NA,34.579117,-86.300247
"583","Eurycea bislineata",38.586322,-77.344138
"584","Eurycea cirrigera",39.371035,-82.05069
"585","Eurycea cirrigera",33.575616,-82.270088
"586","Eurycea cirrigera",38.339162,-81.726517
"587","Eurycea bislineata",40.161772,-74.673198
"588","Eurycea bislineata",40.161772,-74.673198
"589","Eurycea wilderae",35.759405,-83.105592
"590","Eurycea wilderae",35.759463,-83.105683
"591","Eurycea wilderae",35.759513,-83.105964
"592","Eurycea bislineata",40.666073,-77.90805
"593","Eurycea cirrigera",36.293086,-87.097665
"594","Eurycea bislineata",40.241986,-76.498631
"595","Eurycea cirrigera",33.937591,-84.692791
"596",NA,36.209433,-81.657137
"597","Eurycea wilderae",36.212863,-81.658133
"598","Eurycea cirrigera",33.963745,-84.362404
"599","Eurycea lucifuga",35.001,-85.84407
"600","Eurycea wilderae",35.950237,-81.928855
"601","Eurycea cirrigera",35.859969,-78.612656
"602","Eurycea bislineata",41.173472,-74.165122
"603","Eurycea bislineata",41.568656,-75.076733
"604","Eurycea cirrigera",40.151236,-83.03843
"605","Eurycea cirrigera",30.497538,-86.42575
"606","Eurycea bislineata",39.613045,-76.172522
"607","Eurycea bislineata",40.093772,-80.657883
"608","Eurycea bislineata",40.760125,-73.755447
"609","Eurycea cirrigera",38.261903,-85.571358
"610","Eurycea cirrigera",37.271038,-76.71526
"611","Eurycea bislineata",41.384378,-81.69387
"612","Eurycea cirrigera",40.110672,-83.05503
"613","Eurycea tynerensis",35.602813,-93.005556
"614","Eurycea lucifuga",36.298775,-93.95672
"615","Eurycea lucifuga",36.50127,-87.319415
"616","Eurycea lucifuga",36.501291,-87.319398
"617","Eurycea lucifuga",34.978686,-85.809859
"618","Eurycea cirrigera",37.140122,-86.387962
"619","Eurycea cirrigera",37.139572,-86.38678
"620","Eurycea lucifuga",36.553062,-87.305956
"621","Eurycea lucifuga",36.553243,-87.305956
"622","Eurycea lucifuga",36.553297,-87.306035
"623","Eurycea cirrigera",38.992755,-84.817905
"624","Eurycea tynerensis",35.926037,-94.18147
"625","Eurycea wilderae",35.625803,-83.472285
"626","Eurycea guttolineata",31.957284,-89.657855
"627","Eurycea cirrigera",35.92278,-79.059473
"628","Eurycea quadridigitata",30.118189,-82.293674
"629","Eurycea cirrigera",39.349186,-82.016421
"630","Eurycea cirrigera",37.90698,-84.362615
"631","Eurycea wilderae",36.645357,-81.583943
"632","Eurycea bislineata",39.628415,-79.960897
"633","Eurycea bislineata",42.650103,-72.738855
"634","Eurycea bislineata",39.83073,-75.562697
"635","Eurycea lucifuga",37.484201,-89.349658
"636","Eurycea lucifuga",36.953179,-86.472674
"637","Eurycea wilderae",35.663853,-82.437972
"638","Eurycea multiplicata",34.782,-92.33449
"639","Eurycea lucifuga",36.59066,-93.836978
"640","Eurycea cirrigera",37.552029,-82.454268
"641","Eurycea guttolineata",30.714146,-89.123194
"642","Eurycea wilderae",34.740947,-84.075958
"643","Eurycea cirrigera",30.445086,-84.491219
"644","Eurycea cirrigera",30.445469,-84.491089
"645","Eurycea cirrigera",34.257067,-82.454592
"646","Eurycea cirrigera",34.257067,-82.454592
"647","Eurycea cirrigera",34.257067,-82.454592
"648","Eurycea cirrigera",34.257067,-82.454592
"649","Eurycea cirrigera",34.257067,-82.454592
"650","Eurycea bislineata",39.226037,-81.107911
"651","Eurycea bislineata",40.300563,-75.170037
"652","Eurycea lucifuga",37.602378,-89.416266
"653","Eurycea lucifuga",36.665219,-86.498935
"654","Eurycea cirrigera",37.90455,-84.363542
"655","Eurycea bislineata",41.468127,-73.235436
"656","Eurycea bislineata",40.683303,-81.639847
"657","Eurycea lucifuga",34.762613,-86.53647
"658","Eurycea lucifuga",34.762588,-86.536475
"659","Eurycea cirrigera",39.421595,-82.141732
"660","Eurycea cirrigera",35.876023,-79.06142
"661","Eurycea longicauda",38.869989,-92.326617
"662","Eurycea lucifuga",36.080767,-87.122206
"663","Eurycea cirrigera",31.800003,-85.910103
"664","Eurycea lucifuga",36.499604,-87.269427
"665","Eurycea cirrigera",36.49823,-87.263841
"666","Eurycea cirrigera",36.495965,-87.262614
"667","Eurycea cirrigera",37.782363,-77.545022
"668","Eurycea bislineata",38.66317,-76.921249
"669","Eurycea cirrigera",34.565638,-80.662628
"670","Eurycea cirrigera",37.783367,-83.671408
"671","Eurycea cirrigera",37.467272,-83.123639
"672","Eurycea longicauda",41.214843,-76.792604
"673","Eurycea cirrigera",38.451717,-81.349472
"674","Eurycea cirrigera",31.962397,-87.26915
"675","Eurycea cirrigera",35.004868,-78.851851
"676","Eurycea cirrigera",38.609742,-83.282455
"677","Eurycea bislineata",38.657715,-78.216624
"678","Eurycea cirrigera",36.706937,-79.065292
"679","Eurycea cirrigera",40.196024,-87.751358
"680","Eurycea bislineata",41.215583,-76.793603
"681","Eurycea wilderae",35.578205,-83.838372
"682","Eurycea lucifuga",37.564303,-89.440728
"683","Eurycea multiplicata",34.130361,-94.679886
"684","Eurycea multiplicata",34.130676,-94.679998
"685","Eurycea bislineata",40.80698,-80.35337
"686","Eurycea bislineata",40.806959,-80.353704
"687","Eurycea guttolineata",33.824495,-80.821388
"688","Eurycea cirrigera",39.258555,-83.347703
"689","Eurycea cirrigera",37.572113,-84.220742
"690","Eurycea cirrigera",39.48797,-82.50318
"691","Eurycea cirrigera",39.488067,-82.503058
"692","Eurycea bislineata",39.092412,-77.241849
"693","Eurycea tynerensis",35.671967,-93.663887
"694","Eurycea lucifuga",36.402144,-93.737839
"695","Eurycea guttolineata",33.24762,-86.055092
"696","Eurycea cirrigera",36.167709,-85.483362
"697","Eurycea lucifuga",37.568902,-89.439765
"698","Eurycea lucifuga",37.571052,-89.440272
"699","Eurycea longicauda",34.665363,-85.372562
"700","Eurycea cirrigera",36.166701,-85.483662
"701","Eurycea cirrigera",39.487872,-82.502892
"702","Eurycea bislineata",40.877285,-80.364829
"703","Eurycea wilderae",35.628703,-83.469367
"704","Eurycea lucifuga",35.963866,-92.179306
"705","Eurycea bislineata",39.049368,-77.214344
"706","Eurycea cirrigera",38.005864,-78.489501
"707","Eurycea bislineata",42.085925,-80.019225
"708","Eurycea wilderae",36.170736,-81.91493
"709","Eurycea bislineata",42.084736,-80.016358
"710","Eurycea cirrigera",36.124097,-84.497178
"711","Eurycea wilderae",35.510717,-83.178572
"712","Eurycea bislineata",40.160465,-80.600716
"713","Eurycea wilderae",35.303547,-82.776803
"714","Eurycea tynerensis",35.696278,-93.937783
"715","Eurycea lucifuga",37.542876,-88.984279
"716","Eurycea cirrigera",30.530244,-85.46642
"717","Eurycea bislineata",40.162317,-80.597672
"718","Eurycea bislineata",40.162497,-80.597555
"719","Eurycea bislineata",40.162522,-80.59755
"720","Eurycea bislineata",40.162675,-80.59752
"721","Eurycea bislineata",39.828792,-74.95672
"722","Eurycea lucifuga",36.140186,-86.016944
"723","Eurycea cirrigera",37.524657,-77.593209
"724","Eurycea longicauda",35.157293,-85.882435
"725","Eurycea lucifuga",36.010394,-93.376983
"726","Eurycea tynerensis",36.017433,-93.387747
"727","Eurycea cirrigera",37.139497,-86.386558
"728","Eurycea lucifuga",37.906356,-84.365466
"729","Eurycea cirrigera",40.017667,-84.317684
"730","Eurycea bislineata",39.67722,-79.747383
"731","Eurycea cirrigera",34.346755,-84.633622
"732","Eurycea wilderae",36.212887,-81.658042
"733","Eurycea wilderae",36.212783,-81.658067
"734","Eurycea cirrigera",38.278134,-86.536265
"735","Eurycea cirrigera",40.044992,-86.457057
"736","Eurycea lucifuga",36.134424,-86.483325
"737","Eurycea bislineata",40.754371,-74.722596
"738","Eurycea bislineata",40.754371,-74.722596
"739","Eurycea bislineata",40.754371,-74.722596
"740","Eurycea bislineata",40.754371,-74.722596
"741","Eurycea bislineata",42.655611,-71.904989
"742","Eurycea lucifuga",37.569767,-89.4394
"743","Eurycea longicauda",36.188808,-94.556332
"744","Eurycea cirrigera",35.861007,-87.048434
"745","Eurycea guttolineata",33.214371,-87.450041
"746","Eurycea bislineata",42.963538,-72.124071
"747","Eurycea bislineata",42.790108,-76.057686
"748","Eurycea bislineata",44.36997,-73.05635
"749","Eurycea bislineata",44.371734,-73.061493
"750","Eurycea tynerensis",35.680488,-93.252363
"751","Eurycea cirrigera",39.096742,-84.326308
"752","Eurycea cirrigera",39.097611,-84.326583
"753","Eurycea cirrigera",35.178978,-80.73613
"754","Eurycea bislineata",40.198067,-76.36245
"755","Eurycea longicauda",39.264375,-84.273967
"756","Eurycea bislineata",40.495818,-81.162925
"757","Eurycea bislineata",40.495818,-81.162925
"758","Eurycea bislineata",40.202953,-80.00949
"759","Eurycea bislineata",42.342862,-74.050653
"760","Eurycea bislineata",42.342408,-74.052086
"761","Eurycea bislineata",41.037128,-75.940262
"762","Eurycea bislineata",41.898296,-71.477914
"763","Eurycea tynerensis",36.314653,-93.751542
"764","Eurycea tynerensis",36.318327,-93.754238
"765","Eurycea bislineata",42.342378,-74.052339
"766","Eurycea bislineata",40.853917,-76.008592
"767","Eurycea tynerensis",36.017392,-93.387192
"768","Eurycea cirrigera",34.19306,-81.2729
"769","Eurycea bislineata",44.532795,-73.113664
"770","Eurycea guttolineata",30.870787,-90.001008
"771","Eurycea longicauda",38.917817,-90.218588
"772","Eurycea longicauda",38.91782,-90.218737
"773","Eurycea bislineata",39.716775,-75.677995
"774","Eurycea lucifuga",34.760355,-86.536133
"775","Eurycea lucifuga",34.760338,-86.536133
"776","Eurycea wilderae",36.171817,-81.91182
"777","Eurycea guttolineata",31.885153,-86.035247
"778","Eurycea bislineata",40.066382,-79.898615
"779","Eurycea cirrigera",39.233396,-84.416214
"780","Eurycea cirrigera",36.853197,-81.654051
"781","Eurycea bislineata",38.572472,-78.170242
"782","Eurycea bislineata",41.549399,-76.010609
"783","Eurycea longicauda",37.554241,-89.440583
"784","Eurycea longicauda",37.554252,-89.4406
"785","Eurycea longicauda",37.554248,-89.44061
"786","Eurycea wilderae",34.757301,-84.084346
"787","Eurycea bislineata",45.844,-74.323024
"788","Eurycea lucifuga",34.613312,-86.363472
"789","Eurycea lucifuga",34.613403,-86.363267
"790","Eurycea bislineata",42.580887,-72.437438
"791","Eurycea bislineata",44.292459,-70.653048
"792","Eurycea longicauda",35.611288,-83.817096
"793","Eurycea lucifuga",34.613208,-86.363153
"794","Eurycea guttolineata",33.379874,-86.757296
"795","Eurycea bislineata",42.398477,-72.52014
"796","Eurycea wilderae",34.855451,-84.231773
"797","Eurycea wilderae",35.93417,-82.016542
"798","Eurycea multiplicata",34.686714,-94.374917
"799","Eurycea multiplicata",34.686714,-94.374917
"800","Eurycea guttolineata",33.494761,-82.204031
"801","Eurycea cirrigera",39.159707,-86.228363
"802","Eurycea cirrigera",39.160813,-86.230506
"803","Eurycea bislineata",40.417408,-74.477767
"804","Eurycea cirrigera",33.520703,-81.84785
"805","Eurycea cirrigera",33.777278,-84.323525
"806","Eurycea bislineata",40.097296,-75.61059
"807","Eurycea longicauda",39.058514,-84.318162
"808","Eurycea longicauda",39.058522,-84.318328
"809","Eurycea longicauda",36.799013,-85.612
"810","Eurycea bislineata",43.304467,-73.231445
"811","Eurycea bislineata",43.304717,-73.231567
"812","Eurycea bislineata",44.2457,-69.087421
"813","Eurycea cirrigera",39.654399,-84.230395
"814","Eurycea lucifuga",39.010554,-86.378522
"815","Eurycea cirrigera",39.005664,-86.37693
"816","Eurycea cirrigera",39.003492,-86.37645
"817","Eurycea longicauda",41.051528,-80.149239
"818","Eurycea cirrigera",39.062048,-84.438048
"819","Eurycea cirrigera",39.061419,-84.439309
"820","Eurycea bislineata",41.704242,-80.982392
"821","Eurycea cirrigera",38.192855,-75.461738
"822","Eurycea wilderae",36.671384,-81.611252
"823","Eurycea bislineata",42.766025,-73.66897
"824","Eurycea bislineata",42.766205,-73.668695
"825","Eurycea cirrigera",35.864253,-87.041397
"826","Eurycea cirrigera",38.18327,-84.84012
"827","Eurycea guttolineata",35.676346,-81.093875
"828","Eurycea wilderae",35.818772,-82.945717
"829","Eurycea cirrigera",38.368851,-81.813141
"830","Eurycea cirrigera",36.976842,-83.791787
"831","Eurycea guttolineata",35.392662,-82.609222
"832","Eurycea longicauda",36.972003,-83.784813
"833","Eurycea bislineata",39.884108,-79.493006
"834","Eurycea bislineata",39.664703,-78.461967
"835","Eurycea bislineata",41.776151,-79.942382
"836","Eurycea longicauda",34.017606,-87.358497
"837","Eurycea longicauda",34.016558,-87.35807
"838","Eurycea longicauda",36.913033,-83.912262
"839","Eurycea longicauda",36.913417,-83.912833
"840","Eurycea cirrigera",36.914497,-83.91355
"841","Eurycea longicauda",36.914653,-83.913247
"842","Eurycea bislineata",41.091555,-82.113074
"843","Eurycea bislineata",40.05087,-75.214538
"844","Eurycea longicauda",34.291667,-87.274405
"845","Eurycea longicauda",34.291803,-87.274445
"846","Eurycea wilderae",35.63148,-83.455392
"847","Eurycea bislineata",40.510475,-74.873662
"848","Eurycea lucifuga",36.501296,-87.319461
"849","Eurycea lucifuga",36.501299,-87.319454
"850","Eurycea lucifuga",34.742185,-86.556338
"851","Eurycea longicauda",34.295133,-87.274618
"852","Eurycea guttolineata",33.54093,-81.273628
"853","Eurycea bislineata",43.304825,-73.231445
"854","Eurycea bislineata",43.304712,-73.231483
"855","Eurycea longicauda",39.175975,-83.393596
"856","Eurycea longicauda",35.644206,-83.674947
"857","Eurycea longicauda",37.543945,-89.434793
"858","Eurycea lucifuga",37.543698,-89.434628
"859","Eurycea longicauda",37.542088,-89.438471
"860","Eurycea longicauda",37.54216,-89.438434
"861","Eurycea bislineata",40.210708,-76.341737
"862","Eurycea cirrigera",36.707612,-82.744063
"863","Eurycea bislineata",40.584593,-74.126456
"864","Eurycea cirrigera",39.631497,-86.97168
"865","Eurycea cirrigera",39.631397,-86.971812
"866","Eurycea cirrigera",40.384575,-83.634748
"867","Eurycea lucifuga",34.807708,-86.589596
"868","Eurycea bislineata",41.718662,-81.174213
"869","Eurycea cirrigera",39.630219,-84.070023
"870","Eurycea lucifuga",34.807775,-86.59025
"871","Eurycea lucifuga",34.807714,-86.590263
"872","Eurycea lucifuga",34.80782,-86.590226
"873","Eurycea bislineata",41.732281,-73.398946
"874","Eurycea bislineata",41.73228,-73.398976
"875","Eurycea bislineata",41.732642,-73.39889
"876","Eurycea bislineata",42.635395,-73.214113
"877","Eurycea bislineata",41.732589,-73.398947
"878","Eurycea bislineata",41.73259,-73.398986
"879","Eurycea bislineata",41.732722,-73.398875
"880","Eurycea bislineata",41.732285,-73.39917
"881","Eurycea bislineata",41.732612,-73.398961
"882","Eurycea bislineata",41.731002,-73.401203
"883","Eurycea bislineata",43.32118,-73.671823
"884","Eurycea bislineata",41.732605,-73.399087
"885","Eurycea bislineata",45.840604,-74.329085
"886","Eurycea cirrigera",38.262672,-81.669512
"887","Eurycea bislineata",43.636202,-72.52806
"888","Eurycea bislineata",43.636451,-72.52909
"889","Eurycea longicauda",36.424486,-87.46523
"890","Eurycea lucifuga",36.425278,-87.465146
"891","Eurycea lucifuga",37.569131,-89.439645
"892","Eurycea cirrigera",32.583936,-85.417007
"893","Eurycea longicauda",37.572604,-89.439813
"894","Eurycea bislineata",41.355122,-72.969588
"895","Eurycea cirrigera",37.188258,-80.377454
"896","Eurycea bislineata",39.93185,-75.604064
"897","Eurycea bislineata",39.931961,-75.602879
"898","Eurycea bislineata",43.321781,-73.670054
"899","Eurycea bislineata",39.941273,-75.594496
"900","Eurycea bislineata",41.732208,-73.398925
"901","Eurycea wilderae",34.92932,-82.370465
"902","Eurycea cirrigera",39.45323,-82.56077
"903","Eurycea cirrigera",39.453408,-82.560722
"904","Eurycea bislineata",40.858099,-74.58155
"905","Eurycea longicauda",34.011261,-87.357772
"906","Eurycea wilderae",34.538853,-84.521645
"907","Eurycea longicauda",36.912992,-83.912238
"908","Eurycea longicauda",36.91355,-83.912522
"909","Eurycea lucifuga",38.173697,-84.72328
"910","Eurycea guttolineata",32.947258,-82.041953
"911","Eurycea bislineata",41.27757,-73.740477
"912","Eurycea longicauda",36.914131,-83.912774
"913","Eurycea cirrigera",37.302811,-80.48568
"914","Eurycea bislineata",39.017445,-76.830278
"915","Eurycea bislineata",41.29422,-81.310845
"916","Eurycea bislineata",41.294138,-81.310647
"917","Eurycea cirrigera",38.368976,-81.815599
"918","Eurycea bislineata",38.770036,-77.061723
"919","Eurycea bislineata",43.304712,-73.231445
"920","Eurycea cirrigera",37.374263,-80.521255
"921","Eurycea cirrigera",37.374108,-80.522233
"922","Eurycea lucifuga",36.142503,-86.016983
"923","Eurycea bislineata",42.93442,-72.190528
"924","Eurycea bislineata",44.098169,-70.294741
"925","Eurycea longicauda",34.857955,-86.810369
"926","Eurycea longicauda",34.859119,-86.810907
"927","Eurycea longicauda",34.858806,-86.81038
"928","Eurycea cirrigera",39.801636,-84.961327
"929","Eurycea lucifuga",36.501323,-87.319332
"930","Eurycea bislineata",41.252378,-81.618058
"931","Eurycea guttolineata",33.540845,-81.273728
"932","Eurycea bislineata",41.303675,-81.324709
"933","Eurycea cirrigera",36.228788,-79.140792
"934","Eurycea wilderae",36.17915,-81.6109
"935","Eurycea bislineata",38.872713,-77.138315
"936","Eurycea cirrigera",33.807967,-84.304166
"937","Eurycea cirrigera",35.847465,-78.784005
"938","Eurycea cirrigera",35.849007,-78.784509
"939","Eurycea cirrigera",33.77834,-84.324879
"940","Eurycea cirrigera",38.183108,-84.840453
"941","Eurycea longicauda",34.43113,-85.335503
"942","Eurycea bislineata",40.066417,-79.898362
"943","Eurycea bislineata",42.739778,-76.692337
"944","Eurycea wilderae",34.756092,-82.856217
"945","Eurycea lucifuga",34.613595,-86.362992
"946","Eurycea lucifuga",34.613005,-86.362913
"947","Eurycea cirrigera",35.900522,-79.037878
"948","Eurycea longicauda",34.857945,-86.810433
"949","Eurycea longicauda",34.859208,-86.81125
